병원ID,병원명,전화번호,주소,위도,경도,삭제 여부,장소 id
1349,두드림정신과의원,032-325-8262,"경기도 부천시 원미구 길주로 181, 802~803호 (중동, 골든벨타워)",37.5053065,126.7626388,0,
1350,마음과마음정신건강의학과의원,031-499-4975,"경기도 시흥시 정왕대로 230, 4층 405호 (정왕동, 제일프라자)",37.3449671,126.7385084,0,
1351,고운마음정신과의원,032-329-1151,"경기도 부천시 원미구 길주로 137, 상록그린힐빌딩, 504호 일부 (상동)",37.5061047,126.757677,0,
1352,희망정신건강의학과의원,032-327-4567,"경기도 부천시 원미구 부일로 204, 루치올라빌딩 5층 501호 (상동)",37.488347,126.7526028,0,
1353,마음셈정신건강의학과의원,032-326-9879,"경기도 부천시 원미구 부일로 203, 상동스카이뷰자이 204호 일부 (상동)",37.489122,126.7524355,0,
1354,은혜정신건강의학과의원,032-329-1585,"경기도 부천시 원미구 상동로 108, 다인타운 7층 705호 (상동)",37.5067725,126.7538595,0,
1355,한음한방신경정신과한의원,032-328-7510,"경기도 부천시 원미구 상동로 87, 312호 (상동, 가나베스트타운쓰리)",37.5052289,126.7524429,0,
1356,소중한아이정신건강의학과의원,032-326-3555,"경기도 부천시 원미구 길주로 91, 215호 (상동, 비잔티움)",37.5062887,126.7525985,0,
1357,미소진정신과의원,032-328-7533,"경기도 부천시 원미구 길주로 87, 202호 (상동, 에이플러스)",37.5063173,126.7519558,0,
1358,열린마음정신건강의학과의원,031-432-8383,"경기도 시흥시 배곧3로 96, M-플러스 3층 306-1호, 307호 (배곧동)",37.3698189,126.7300526,0,
1359,삶정신건강의학과의원,031-904-5701,"경기도 고양시 일산동구 중앙로 1047, 영림브레아오피스텔 3층 306호 (백석동)",37.6431167,126.7872174,0,
1360,맑은마음정신과의원,031-904-2081,"경기도 고양시 일산동구 중앙로 1072, 401호 (백석동, 아이비프라자)",37.6451198,126.7859468,0,
1361,제일정신건강의학과의원,031-904-8111,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운 201호 (장항동)",37.6527775,126.7767962,0,
1362,밝은미소정신건강의학과의원,031-902-0688,"경기도 고양시 일산동구 중앙로 1202, 4층 일부호 (마두동, 우리은행일산지점)",37.6540555,126.7770568,0,
1363,연세이룸정신건강의학과의원,031-902-7820,"경기도 고양시 일산동구 정발산로 47, (장항동, 웅신아트 304호)",37.6577626,126.7737463,0,
1364,마음미소정신건강의학과의원,031-932-7711,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 207호 (장항동)",37.6567215,126.7731559,0,
1365,연세최의겸정신과의원,031-904-5575,"경기도 고양시 일산동구 중앙로1275번길 38-10, 220호 (장항동, 우림로데오스위트)",37.6599463,126.7709599,0,
1366,더휴정신건강의학과의원,031-975-5285,"경기도 고양시 일산동구 고양대로 757, 3층 (중산동)",37.6826538,126.7801872,0,
1367,이경섭정신건강의학과의원,031-915-8834,"경기도 고양시 일산서구 강선로 59, 401호 (주엽동, 동신파크빌딩)",37.6695383,126.7643313,0,
1368,한사랑정신건강의학과의원,031-917-7557,"경기도 고양시 일산서구 중앙로 1416, 한사랑빌딩 403호 (주엽동)",37.6698137,126.7629904,0,
1369,마음과마음정신과의원,031-915-4975,"경기도 고양시 일산서구 중앙로 1426, 511호 (주엽동, 일송노블레스)",37.6702816,126.7619659,0,
1370,한음한방신경정신과한의원,031-994-7775,"경기도 고양시 일산서구 중앙로 1426, 일송노브레스 5층 (주엽동)",37.6702816,126.7619659,0,
1371,치유나무정신건강의학과의원,903-0123,"경기도 고양시 일산서구 중앙로 1425, 삼부르네상스 가동 2층 202호 (주엽동)",37.669488,126.761386,0,
1372,송정중정신과의원,031-918-7575,"경기도 고양시 일산서구 중앙로 1437, 401,512호 (주엽동, 화성프라자)",37.6700654,126.7605203,0,
1373,청아정신건강의학과의원,031-812-7582,"경기도 고양시 일산서구 중앙로 1455, 306호 (주엽동, 대우시티프라자)",37.6708952,126.7585724,0,
1374,일산고려정신과의원,031-924-0211,"경기도 고양시 일산서구 일현로 47, 예일 큰프라자 404일부호 (탄현동)",37.6915683,126.762776,0,
1375,참사랑정신과의원,031-924-0212,"경기도 고양시 일산서구 일현로 47, 예일큰프라자 404호일부 (탄현동)",37.6915683,126.762776,0,
1376,융정신건강의학과의원,031-811-1203,"경기도 고양시 일산서구 킨텍스로 255, 일산 디엠시티 스카이뷰 근린생활시설동 2층 220호·221호·222호 (대화동)",37.6691415,126.7495581,0,
1377,뇌맘속에 정신건강의학과의원,031-919-7942,"경기도 고양시 일산서구 중앙로 1564, 그린월드 4층 402호 (대화동)",37.6762119,126.7482744,0,
1378,미소정신건강의학과의원,031-922-0075,"경기도 고양시 일산서구 중앙로 1565, 503호 (대화동, 메드위즈빌딩)",37.675623,126.7477162,0,
1379,연세봄정신건강의학과의원,031-905-8982,"경기도 고양시 일산서구 중앙로 1568, 301호 (대화동)",37.6763775,126.7479218,0,
1380,대화공감정신건강의학과의원,031-814-8567,"경기도 고양시 일산서구 중앙로 1573, 301호 (대화동, 킨텍스프라자)",37.675977,126.7470427,0,
1381,마음편한정신건강의학과의원,031-913-7511,"경기도 고양시 일산서구 중앙로 1575, 501호 (대화동, 그린코아)",37.6760788,126.7467626,0,
1382,서울정신건강의학과의원,031-997-0621,"경기도 김포시 김포대로 847, 중앙프라자 603호 (사우동)",37.619711,126.7195975,0,
1383,내맘애정신건강의학과의원,031-947-3063,"경기도 파주시 경의로 1090, 삼융타워 501호 (야당동)",37.7145065,126.7600697,0,
1384,은혜정신건강의학과의원,031-982-5966,"경기도 김포시 김포대로 859, 401호 (사우동, 하나메디칼센타)",37.6204139,126.7183629,0,
1385,컴포트정신건강의학과의원,031-949-5905,"경기도 파주시 후곡로 1, 경기빌딩 2층 204호, 205호 (금촌동)",37.7573964,126.7739538,0,
1386,한마음정신건강의학과의원,031-945-7400,"경기도 파주시 문화로 103, 3층 (금촌동, 춘전빌딩)",37.7633146,126.7744721,0,
1387,연세위드윤정신건강의학과의원,031-942-5775,"경기도 파주시 미래로 369-13, 한울프라자 303호 (동패동)",37.7110603,126.7453112,0,
1388,파주정신건강의학과의원,031-944-4442,"경기도 파주시 청암로17번길 33, 506호 (목동동, 현대메디컬프라자)",37.7287093,126.7363864,0,
1389,운정숲정신건강의학과의원,031-778-7905,"경기도 파주시 교하로 87, 삼성프라자 402호, 801호호 (목동동)",37.7276519,126.7339335,0,
1390,마음자리 정신건강의학과 의원,031-952-8838,"경기도 파주시 문산읍 문향로 71, 신성타워 405호",37.8583454,126.7851674,0,
1391,한강정신건강의학과의원,031-987-1248,"경기도 김포시 김포한강4로 113, 304호 (장기동)",37.6439449,126.6683697,0,
1392,포레정신건강의학과의원,031-8049-0017,"경기도 김포시 김포한강4로 119, 승문프라자 304~305호 (장기동)",37.6443282,126.6677031,0,
1393,성모봄정신건강의학과의원,031-8048-9514,"경기도 김포시 김포한강8로 386, 김포센트럴프라자2 303호 (구래동)",37.6434874,126.626184,0,
1394,동행정신건강의학과의원,031-989-9075,"경기도 김포시 김포한강4로 513, 채움테라스 202,203호 (구래동)",37.6460034,126.6268837,0,
1395,고덕서울숲정신건강의학과의원,031-662-7000,"경기도 평택시 고덕중앙로 200-4, 우성고덕타워 5층 513,514호 (고덕동)",37.0477733,127.0442098,0,
1396,대숲정신건강의학과의원,031-935-5695,"경기도 파주시 경의로 1066, 301호 (야당동)",37.7122943,126.7596404,0,
1397,동탄숲정신건강의학과의원,031-8003-7585,"경기도 화성시 동탄솔빛로 67, 성우프라자 401호 (반송동)",37.1948353,127.0743036,0,
1398,라파정신건강의학과의원,031-522-4375,"경기도 남양주시 화도읍 마석중앙로 108, 5층 501호",37.6518879,127.311773,0,
1399,마음든든정신건강의학과의원,031-392-5762,"경기도 군포시 광정로 78, 유공프라자 301호일부, 302호 (산본동)",37.3600098,126.9297765,0,
1400,미사중앙정신건강의학과의원,031-8027-3952,"경기도 하남시 미사강변대로 220, 한강트윈프라자1 6층 603호 (망월동)",37.5692596,127.1843874,0,
1401,서울유쾌한정신건강의학과의원,031-698-2089,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 708호 (정자동)",37.3653352,127.1077176,0,
1402,성모좋은정신건강의학과의원,031-970-8500,"경기도 고양시 덕양구 화신로260번길 57, 요진타워 601호, 602-1호 (화정동)",37.6335929,126.8327834,0,
1403,성모하늘정신건강의학과의원,02-2060-3217,"경기도 광명시 철산로 16, 7층 (철산동)",37.4757231,126.8680271,0,
1404,연세성모정신건강의학과의원,032-326-0306,"경기도 부천시 원미구 길주로 234, 201동 306호 (중동, 힐스테이트 중동)",37.5032053,126.7681627,0,
1405,이효근 정신건강의학과의원,031-702-5253,"경기도 성남시 분당구 분당로53번길 22, 블루홀플라자 5층 2호 (서현동)",37.3842675,127.1228552,0,
1406,준 정신건강의학과 의원,031-835-3350,"경기도 연천군 전곡읍 전곡로161번길 9, 2층 (영도플라자)",38.0261989,127.0672975,0,
1407,호두정신건강의학과의원,031-546-0020,"경기도 성남시 분당구 서현로 184, 엘지분당에클라트 2층 204호 (서현동)",37.3883743,127.1237889,0,
1408,마음편한정신건강의학과의원,033-766-7675,"강원특별자치도 원주시 서원대로 406, 503호 (단구동)",37.3302107,127.9496766,0,
1409,강봉선신경정신과의원,033-744-3884,"강원특별자치도 원주시 서원대로 383, 3층 401호 (개운동, 한신프라자)",37.3319866,127.9486022,0,
1410,마음사랑 정신건강의학과의원,033-744-2468,"강원특별자치도 원주시 평원로 62, (평원동)",37.3511985,127.9509253,0,
1411,이신경정신과의원,033-744-1142,"강원특별자치도 원주시 원일로 114, 2층 (중앙동)",37.3499886,127.9487173,0,
1412,홍성국신경정신과의원,033-743-5356,"강원특별자치도 원주시 원일로 150-1, (학성동)",37.3520697,127.9471916,0,
1413,하늘빛 정신건강의학과 의원,033-743-7975,"강원특별자치도 원주시 능라동길 61, 5층 (무실동, 정한타워)",37.3341487,127.9312335,0,
1414,고석만정신건강의학과의원,033-744-0223,"강원특별자치도 원주시 능라동길 59, (무실동, 정한프라자 509호)",37.3344196,127.9308182,0,
1415,연세소울정신건강의학과의원,033-762-9960,"강원특별자치도 원주시 능라동길 3, (무실동, 5층 501호)",37.3315842,127.9261786,0,
1416,좋은 마음 정신건강의학과 의원,033-733-6300,"강원특별자치도 원주시 서원대로 162, 601호 (단계동)",37.3438737,127.9293537,0,
1417,연세정신건강의학과의원,033-435-1375,"강원특별자치도 홍천군 홍천읍 번영로 4, 2층",37.6894249,127.8807853,0,
1418,함께하는 정신건강의학과 의원,033-261-1239,"강원특별자치도 춘천시 동내면 춘천순환로 58, 5층",37.8551213,127.7503301,0,
1419,춘천정신건강의학과의원,033-264-0507,"강원특별자치도 춘천시 퇴계로 184, (석사동)",37.8573471,127.7391206,0,
1420,맑은정신건강의학과의원,033-243-8900,"강원특별자치도 춘천시 경춘로 2362, 2층 201호 (온의동)",37.8642732,127.7205718,0,
1421,춘천마음숲정신건강의학과의원,033-256-0426,"강원특별자치도 춘천시 방송길 98, 6층 (온의동)",37.8679122,127.7201749,0,
1422,사랑정신건강의학과의원,033-257-0088,"강원특별자치도 춘천시 영서로 2341, (온의동)",37.8683518,127.7158638,0,
1423,안정신건강의학과의원,033-244-8333,"강원특별자치도 춘천시 금강로 68-2, (조양동,대원빌딩 4층)",37.8792388,127.7286278,0,
1424,제일정신건강의학과의원,033-552-7990,"강원특별자치도 태백시 황지로 79-1, (황지동)",37.1659884,128.9915874,0,
1425,성모솔정신건강의학과의원,033-823-1500,"강원특별자치도 강릉시 경강로 2102, 2층 202호 (임당동)",37.7549326,128.8969302,0,
1426,Dr.신형직의비타민정신과의원,033-645-0900,"강원특별자치도 강릉시 경강로 2109, 6층 (임당동, 문선빌딩)",37.7556928,128.8972549,0,
1427,햇살정신건강의학과의원,033-643-7711,"강원특별자치도 강릉시 경강로 2110, 4층 (임당동, 동아빌딩)",37.7553336,128.8976716,0,
1428,이정신건강의학과의원,033-533-9895,"강원특별자치도 동해시 천곡로 52, (천곡동)",37.5237799,129.1109039,0,
1429,전병선정신건강의학과의원,033-573-7070,"강원특별자치도 삼척시 엑스포로 1, (읍중동, 풍년제과)",37.44082,129.1636347,0,
1430,인정신과의원,043-645-7455,"충청북도 제천시 의림대로 128, 우리메디컬센터빌딩3층동 (중앙로2가)",37.139178,128.2113868,0,
1431,하나정신건강의학과의원,043-652-3370,"충청북도 제천시 풍양로 120, 4-5층 (남천동)",37.1362837,128.2124695,0,
1432,마음앤정신건강의학과의원,043-845-8920,"충청북도 충주시 봉계1길 54, (칠금동)",36.9811858,127.9156976,0,
1433,남범우평안정신건강의학과의원,043-855-3334,"충청북도 충주시 중앙로 80, 네오메디 클리닉센타 2층 201호 (성서동)",36.972231,127.9322073,0,
1434,인성정신건강의학과의원,043-847-3079,"충청북도 충주시 중앙로 80, 204호 (성서동)",36.972231,127.9322073,0,
1435,연세소울정신건강의학과의원,043-724-0501,"충청북도 충주시 호암수청2로 15, 5층 (호암동)",36.9566188,127.9238566,0,
1436,늘편한 정신건강의학과의원,043-534-7400,"충청북도 진천군 진천읍 중앙북로 57, 은성빌딩",36.8586907,127.4432992,0,
1437,휴먼정신건강의학과의원,043-211-3005,"충청북도 청주시 청원구 오창읍 중심상업로 7, 오창프라자Ⅰ 302호",36.7115946,127.4286115,0,
1438,공감정신건강의학과의원,043-288-8886,"충청북도 청주시 청원구 율봉로 141, 6층 (율량동)",36.6684078,127.4847229,0,
1439,열린정신건강의학과의원,043-221-5527,"충청북도 청주시 청원구 상당로 307, 301호 (내덕동, 농협중앙회)",36.6558528,127.4882336,0,
1440,잘자는정신건강의학과의원,043-253-8275,"충청북도 청주시 청원구 향군로 43, 1층 (우암동)",36.6495027,127.4859388,0,
1441,홍종문정신건강의학과의원,043-253-3200,"충청북도 청주시 상당구 중앙로 80, 2층 209호 (북문로3가, 청주행정타운코아루휴티스)",36.6443561,127.4889239,0,
1442,우리들정신건강의학과의원,043-278-2255,"충청북도 청주시 흥덕구 사운로 246, 2층,3층4층 (운천동)",36.6500848,127.4747942,0,
1443,원구연정신건강의학과의원,043-263-0011,"충청북도 청주시 흥덕구 사운로 204, 6층(운천동)",36.6469658,127.4774097,0,
1444,봄정신건강의학과의원,043-287-8157,"충청북도 청주시 상당구 산성로92번길 6, 2층 (금천동, 굿모닝타워)",36.6308066,127.5035476,0,
1445,안윤영정신건강의학과의원,043-252-0808,"충청북도 청주시 상당구 용담로 7, 상가동 1층 51,52호 (문화동, 문화동 센트럴칸타빌)",36.6329308,127.4918643,0,
1446,유완상정신건강의학과의원,043-252-7895,"충청북도 청주시 상당구 상당로 52, (문화동)",36.6328587,127.491041,0,
1447,이기봉정신건강의학과의원,043-255-7775,"충청북도 청주시 상당구 상당로 38-1, 2층 (서운동)",36.6316166,127.4912748,0,
1448,예일정신건강의학과의원,043-222-1326,"충청북도 청주시 서원구 사직대로 296, 3층 (사직동)",36.635859,127.4802416,0,
1449,박정신건강의학과의원,043-274-5946,"충청북도 청주시 서원구 사직대로 276, (사직동, 박정신과의원)",36.6355909,127.4780786,0,
1450,오늘하루 정신건강의학과의원,043-715-5689,"충청북도 청주시 상당구 중고개로 129, 4층 402,403호 (용암동)",36.616619,127.5182084,0,
1451,성모정신건강의학과의원,043-223-8275,"충청북도 청주시 상당구 청남로 2200, 5층 (석교동)",36.6278464,127.491422,0,
1452,청주정신건강의학과의원,043-266-0014,"충청북도 청주시 서원구 사직대로 112, 3층 (사창동)",36.6346511,127.4599548,0,
1453,정다운정신건강의학과의원,043-263-0456,"충청북도 청주시 흥덕구 사직대로 45-1, (복대동)",36.6347255,127.452538,0,
1454,최인석정신건강의학과의원,043-284-3886,"충청북도 청주시 상당구 중흥로 54, 4층 (용암동)",36.6106884,127.5034522,0,
1455,아이나래정신건강의학과의원,043-278-1122,"충청북도 청주시 흥덕구 대농로 66, 3층 301호 (복대동)",36.641569,127.4294998,0,
1456,봄온정신건강의학과의원,043-231-9909,"충청북도 청주시 흥덕구 대농로 50, 301호 (복대동)",36.6415665,127.4279229,0,
1457,온유한정신건강의학과의원,043-234-2468,"충청북도 청주시 흥덕구 복대로 186, 동민빌딩 5층 (복대동)",36.63314,127.4410704,0,
1458,마음편한정신건강의학과의원,043-237-8872,"충청북도 청주시 흥덕구 풍산로 26, (가경동, 대한빌딩 2층)",36.6260667,127.4334045,0,
1459,청주밝은정신건강의학과의원,043-233-7788,"충청북도 청주시 흥덕구 풍산로 15, 메가폴리스 401호 (가경동)",36.6267841,127.4319939,0,
1460,드림정신건강의학과의원,043-238-0312,"충청북도 청주시 흥덕구 2순환로 1240, 602호 (강서동, MK빌딩)",36.6254731,127.4300781,0,
1461,한음한방신경정신과한의원,,"충청북도 청주시 흥덕구 2순환로 1240, MK타워 11층 1101호 (강서동)",36.6254731,127.4300781,0,
1462,온누리정신과의원,043-731-7733,"충청북도 옥천군 옥천읍 삼금로 21, (옥천읍)",36.300872,127.5668334,0,
1463,조정신건강의학과의원,043-743-3355,"충청북도 영동군 영동읍 중앙로 41, 모아빌딩",36.1756483,127.7776254,0,
1464,영동신경정신과의원,043-744-6888,"충청북도 영동군 영동읍 계산로 3, (영동읍)",36.1752405,127.7782115,0,
1465,이지브레인 정신건강의학과의원,043-715-7520,"충청북도 청주시 흥덕구 대농로 39, A동 409호 (복대동)",36.6423665,127.4268881,0,
1466,홍순형 신경정신과의원,567-5023,"충청남도 천안시 동남구 만남로 34, (신부동, 선진빌딩)",36.8185993,127.155899,0,
1467,백기청정신건강의학과의원,041-567-8875,"충청남도 천안시 동남구 만남로 15, 민현빌딩 2층 (신부동)",36.8190772,127.1539439,0,
1468,굿모닝정신건강의학과의원,041-558-0066,"충청남도 천안시 동남구 만남로 9, 더샵오피스텔 3층303호 (신부동)",36.8191757,127.15299,0,
1469,마인드림정신건강의학과의원,041-557-7555,"충청남도 천안시 서북구 동서대로 129, 단국성정빌딩 2층 (성정동)",36.8262114,127.1378027,0,
1470,편안한정신건강의학과의원,041-522-8275,"충청남도 천안시 서북구 동서대로 125-3, 하나은행 4층 (성정동)",36.8261479,127.1370408,0,
1471,혜민신경정신과의원,552-8017,"충청남도 천안시 동남구 충절로 177, (원성동)",36.8029994,127.1592399,0,
1472,고운신경과정신건강의학과의원,041-567-4300,"충청남도 천안시 동남구 대흥로 271, (대흥동)",36.8123202,127.1488388,0,
1473,열린마음허정신건강의학과의원,555-3595,"충청남도 천안시 동남구 공설시장2길 3, 2층 (대흥동, 무궁화빌딩)",36.809024,127.1493369,0,
1474,정 정신건강의학과의원,041-578-4300,"충청남도 천안시 서북구 쌍용대로 8, 3층 (쌍용동)",36.7981661,127.1310484,0,
1475,맑은마음정신건강의학과의원,579-9997,"충청남도 천안시 서북구 충무로 215, 4층 (쌍용동)",36.7971767,127.1294833,0,
1476,한음한방신경정신과한의원,041-579-1079,"충청남도 천안시 서북구 충무로 205, 3층 (쌍용동, 다선빌딩)",36.7966603,127.1288032,0,
1477,한빛정신건강의학과의원,041-572-6886,"충청남도 천안시 동남구 서부대로 285, 일송빌딩 4층 (신방동)",36.7933555,127.1281705,0,
1478,마음숲길정신건강의학과의원,041-417-3575,"충청남도 천안시 서북구 불당21로 71, 5층 502호 (불당동)",36.8129631,127.1081762,0,
1479,연세조은정신건강의학과의원,041-557-3456,"충청남도 천안시 서북구 검은들3길 58, 2층 (불당동)",36.8099358,127.1098221,0,
1480,키다리정신건강의학과의원,041-555-3255,"충청남도 아산시 배방읍 광장로 210, 202동 A214호 (요진 와이시티)",36.7957784,127.1085284,0,
1481,아이마음정신건강의학과의원,041-531-7579,"충청남도 아산시 배방읍 고속철대로 63, (배방읍)",36.7899863,127.1077926,0,
1482,마음동행정신건강의학과의원,041-548-7500,"충청남도 아산시 탕정면 한들물빛6로 46, 703호",36.7885479,127.0879278,0,
1483,마음엔정신건강의학과의원,041-543-0995,"충청남도 아산시 탕정면 한들물빛도시로 88, 거산타워 304~307호",36.7870451,127.0837645,0,
1484,함께공감정신건강의학과의원,041-424-7501,"충청남도 아산시 탕정면 한들물빛5로 5, 젤존메디컬시티 6층 603호",36.7867884,127.0839069,0,
1485,지상정신건강의학과의원,041-548-5944,"충청남도 아산시 번영로234번길 2, (모종동)",36.7836981,127.0164904,0,
1486,봄정신건강의학과의원,041-533-0087,"충청남도 아산시 충무로 24, (온천동)",36.7834554,127.0051711,0,
1487,성심정신건강의학과의원,041-548-4370,"충청남도 아산시 온천대로 1472, 3층 (온천동)",36.7816342,127.0011209,0,
1488,김정신건강의학과의원,041-854-0234,"충청남도 공주시 산성찬호길 1, (산성동)",36.4586749,127.1251311,0,
1489,백제정신과의원,041-855-4490,"충청남도 공주시 무령로 236, 3층 (중동, 금강의료연합)",36.4561873,127.1258583,0,
1490,청담성모정신건강의학과의원,041-404-8882,"충청남도 예산군 예산읍 예산로 189, 소헌메디컬빌딩 6층",36.6794579,126.845766,0,
1491,마음이편한정신과의원,041-856-7575,"충청남도 공주시 우금티로 513, 2층 (금학동)",36.4407203,127.1189005,0,
1492,공주노인정신건강의학과의원,041-852-5233,"충청남도 공주시 봉정돌고개길 37, (봉정동)",36.4391326,127.0920209,0,
1493,당진정신건강의학과의원,041-356-0601,"충청남도 당진시 당진중앙3로 89, (읍내동)",36.893071,126.6299754,0,
1494,금산제일정신건강의학과의원,041-754-1090,"충청남도 금산군 금산읍 인삼로 87, (금산읍)",36.1030782,127.4914517,0,
1495,김성우정신과의원,041-732-1145,"충청남도 논산시 중앙로 498-1, (화지동)",36.2071664,127.0829887,0,
1496,굿모닝정신건강의학과의원,041-681-7555,"충청남도 서산시 율지5로 24, (동문동)",36.7770426,126.4648573,0,
1497,성모정신건강의학과의원,041-736-7800,"충청남도 논산시 해월로 163, 3층 (반월동)",36.2051375,127.0847573,0,
1498,김정신건강의학과의원,041-667-4727,"충청남도 서산시 고운로 205, (동문동)",36.7837622,126.4582644,0,
1499,이승민정신과의원,041-736-1214,"충청남도 논산시 중앙로403번길 11, (취암동)",36.2005185,127.0877734,0,
1500,부여명가정신건강의학과의원,070-8668-8275,"충청남도 부여군 부여읍 부여로 12, (부여읍)",36.280992,126.9096424,0,
1501,성요셉정신건강의학과의원,041-835-6311,"충청남도 부여군 부여읍 사비로 78, 2층",36.2796413,126.9108585,0,
1502,대천정신과의원,041-935-6440,"충청남도 보령시 번영로 11, (대천동)",36.3526071,126.59387,0,
1503,성심정신건강의학과의원,041-935-9911,"충청남도 보령시 중앙로 15, (동대동)",36.3460551,126.5986878,0,
1504,해성정신건강의학과의원,041-952-0079,"충청남도 서천군 서천읍 충절로 50, 2층",36.0749683,126.6883427,0,
1505,배방휴정신건강의학과의원,041-427-0248,"충청남도 아산시 배방읍 배방로 25, 장호빌딩 3층 304호",36.7745748,127.054892,0,
1506,박남진정신건강의학과의원,063-858-3988,"전북특별자치도 익산시 무왕로 1116, (어양동)",35.9583727,126.9807028,0,
1507,남청강정신건강의학과의원,063-837-0003,"전북특별자치도 익산시 무왕로 1069, 3,4층 (영등동)",35.9587711,126.9754921,0,
1508,김지훈정신건강의학과의원,063-852-8588,"전북특별자치도 익산시 동서로 230, 3층 1호 (남중동)",35.9530295,126.9595166,0,
1509,현대정신건강의학과의원,063-851-2042,"전북특별자치도 익산시 인북로 266, 2층 (남중동)",35.9520867,126.9587768,0,
1510,박종호정신건강의학과의원,063-855-3140,"전북특별자치도 익산시 인북로 164, (남중동)",35.9432982,126.9552211,0,
1511,고효선정신건강의학과의원,063-857-7575,"전북특별자치도 익산시 선화로 65, 2층 (모현동1가)",35.9501068,126.9383589,0,
1512,백정신건강의학과의원,063-857-2020,"전북특별자치도 익산시 선화로 88, 강남빌딩 3층 (모현동1가)",35.9488889,126.9405414,0,
1513,행복한정신건강의학과의원,063-857-0405,"전북특별자치도 익산시 고현로 112, (모현동1가)",35.9470771,126.9441259,0,
1514,류정신건강의학과의원,063-855-0887,"전북특별자치도 익산시 중앙로 6, (중앙동1가)",35.9396592,126.9475722,0,
1515,오근영정신건강의학과의원,063-285-8000,"전북특별자치도 전주시 덕진구 송천중앙로 177, 3층 (송천동1가)",35.8628151,127.1213147,0,
1516,공감정신건강의학과의원,063-213-0200,"전북특별자치도 전주시 덕진구 혁신로 697, 드림프라자 3층 302,303호 (반월동)",35.8739895,127.0743199,0,
1517,최명수정신건강의학과의원,063-256-3300,"전북특별자치도 전주시 덕진구 백제대로 685, 1층 (금암동)",35.8444281,127.1440452,0,
1518,허정신건강의학과의원,063-254-5599,"전북특별자치도 전주시 덕진구 조경단로 103, 1,4층 (금암동)",35.8433961,127.1385341,0,
1519,김태형정신건강의학과의원,063-283-7575,"전북특별자치도 전주시 덕진구 건산로 193, (인후동1가)",35.833855,127.1585424,0,
1520,맘정신건강의학과의원,063-274-7800,"전북특별자치도 전주시 덕진구 기린대로 481, 동원타워 5층 (덕진동1가)",35.8425024,127.1250442,0,
1521,양윤정신경과의원,063-273-7255,"전북특별자치도 전주시 덕진구 기린대로 479-2, 3층 (덕진동1가)",35.8423682,127.1250299,0,
1522,우리정신건강의학과의원,063-274-7142,"전북특별자치도 전주시 덕진구 안덕원로 159, 2층 (인후동2가)",35.8335578,127.1453282,0,
1523,다온정신건강의학과의원,063-246-4535,"전북특별자치도 전주시 덕진구 아중로 152, 4층 (인후동1가, 전북은행)",35.8258056,127.1661436,0,
1524,유상은정신건강의학과의원,063-273-0013,"전북특별자치도 전주시 덕진구 안덕원로 152, (인후동2가)",35.8326548,127.1452653,0,
1525,배철정신건강의학과의원,063-277-3332,"전북특별자치도 전주시 덕진구 사평로 38, 2층 (덕진동1가)",35.8408631,127.1212296,0,
1526,엘림정신건강의학과의원,276-7575,"전북특별자치도 전주시 덕진구 기린대로 358, (금암동, 영진빌딩)",35.8354075,127.1355836,0,
1527,현대정신건강의학과의원,063-254-7561,"전북특별자치도 전주시 덕진구 기린대로 272, 3층 (진북동)",35.8299831,127.1425526,0,
1528,다솜신경정신과의원,063-272-7582,"전북특별자치도 전주시 완산구 온고을로 20, 401호~404호 (서신동)",35.8341691,127.1207509,0,
1529,윤정흠정신건강의학과의원,063-276-1100,"전북특별자치도 전주시 완산구 온고을로 62, (서신동)",35.8342453,127.1161519,0,
1530,아이나래정신건강의학과의원,063-276-2100,"전북특별자치도 전주시 완산구 백제대로 427, (서신동, 타타대우쌍용자동차)",35.8314623,127.1224041,0,
1531,김임신경정신과의원,063-272-7676,"전북특별자치도 전주시 완산구 팔달로 232, 한국투자증권빌딩 3층 (서노송동)",35.8228737,127.1456213,0,
1532,오영미정신건강의학과의원,063-272-0890,"전북특별자치도 전주시 완산구 당산로 106, (서신동)",35.8320059,127.1200198,0,
1533,장앤김정신건강의학과의원,063-284-8310,"전북특별자치도 전주시 완산구 팔달로 212, (경원동3가)",35.8211443,127.1461936,0,
1534,맑은정신건강의학과의원,063-232-2478,"전북특별자치도 전주시 완산구 팔달로 178, 1층 (경원동1가)",35.8182426,127.1472631,0,
1535,은헌정정신건강의학과의원,,"전북특별자치도 전주시 완산구 백제대로 271, 3층 (중화산동2가)",35.8173356,127.1225429,0,
1536,치유숲정신건강의학과의원,063-232-8575,"전북특별자치도 전주시 완산구 서원로 320, (중화산동1가)",35.8117785,127.1296441,0,
1537,김현민정신건강의학과의원,063-212-5544,"전북특별자치도 완주군 이서면 기지로 56, 3층",35.8380899,127.0581962,0,
1538,서울숲정신건강의학과의원,063-227-3939,"전북특별자치도 전주시 완산구 홍산로 250, 404호 (효자동3가)",35.8160325,127.1064617,0,
1539,한음한방신경정신과한의원,063-227-7582,"전북특별자치도 전주시 완산구 홍산로 249, 대신빌딩 7층 701호 (효자동2가)",35.8160443,127.1054769,0,
